CODIGO_DEL_PRODUCTO,VENTA,VENTA_ZONA_101,VENTA_ZONA_102,VENTA_ZONA_103,VENTA_ZONA_104,VENTA_ZONA_107,VENTA_ZONA_109,VENTA_ZONA_110,VENTA_ZONA_111,VENTA_ZONA_112,VENTA_ZONA_115,VENTA_ZONA_116,VENTA_ZONA_119,TALLA,NOMB_SUBGRUPO,CAMPANA,CAMPANA_CAT_Cuarto_trimestre,CAMPANA_CAT_Primer_trimestre,CAMPANA_CAT_Segundo_trimestre,CAMPANA_CAT_Tercer_trimestre,ROPA_CAT_Conjuntos y otros,ROPA_CAT_Ropa_inferior,ROPA_CAT_Ropa_superior,TALLA_CAT_Grande,TALLA_CAT_Mediana,TALLA_CAT_Pequeña
P03809,989.0,0,0,38,0,0.0,0,0,38,0,76.0,0,0,T-14,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03855,991.0,0,0,0,0,0.0,76,0,0,0,0.0,76,0,T-S,207 RE-CAMISETAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03508,1014.0,51,0,0,0,0.0,51,51,51,51,0.0,0,0,T-12,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03889,1015.0,51,0,0,0,0.0,0,0,51,0,102.0,51,0,T-S,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03648,1065.0,51,102,0,51,0.0,51,0,0,0,51.0,0,0,T-S,207 RE-CAMISETAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03461,1080.0,0,0,0,0,0.0,0,64,0,127,0.0,64,0,T-L,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03655,1080.0,0,64,0,0,0.0,64,127,64,0,0.0,0,0,T-L,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03528,1110.0,32,0,0,32,32.0,95,0,0,0,63.0,32,0,T-M,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03590,1116.0,0,51,0,51,0.0,0,0,0,51,0.0,51,51,T-L,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03895,1116.0,102,0,0,0,51.0,51,51,0,102,0.0,51,0,T-L,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03878,1117.0,0,140,0,0,0.0,0,0,0,0,0.0,140,0,T-S,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03739,1141.0,0,0,0,0,0.0,38,38,0,0,76.0,76,0,T-S,224 RE-SOBRETODOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03765,1143.0,0,0,0,0,0.0,0,0,0,64,0.0,64,0,T-M,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03839,1143.0,76,0,0,0,229.0,0,76,0,0,76.0,0,0,T-M,207 RE-CAMISETAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03761,1143.0,0,64,0,0,0.0,64,0,64,0,0.0,0,0,T-XXL,211 RE-CHAQUETAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P03639,1143.0,64,64,64,0,64.0,0,64,0,0,64.0,0,0,T-12,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03693,1167.0,102,102,0,0,0.0,0,51,0,51,0.0,51,0,T-XL,211 RE-CHAQUETAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P03524,1167.0,51,0,102,102,0.0,0,102,0,102,51.0,0,0,T-10,217 RE-JOGGERS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03654,1179.0,0,76,0,0,38.0,0,0,38,0,38.0,38,0,T-S,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03887,1205.0,32,32,0,0,32.0,32,0,0,32,32.0,32,63,T-14,220 RE-PANTALONES FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03538,1216.0,0,25,0,51,0.0,0,0,101,0,51.0,0,0,T-6,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03816,1217.0,102,51,0,0,0.0,0,51,0,0,51.0,51,0,T-L,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03576,1218.0,0,0,0,0,0.0,0,0,51,0,0.0,51,51,T-M,225 RE-VESTIDOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03635,1219.0,76,76,152,0,0.0,0,76,76,0,76.0,76,229,T-6,214 RE-ENTERIZOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
P03733,1238.0,95,0,0,0,0.0,0,95,0,0,95.0,0,0,T-14,220 RE-PANTALONES FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03574,1243.0,44,0,0,0,0.0,89,44,89,0,44.0,0,0,T-M,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03909,1268.0,0,51,102,0,51.0,0,51,0,0,0.0,51,0,T-XL,204 RE-BUZOS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P03493,1268.0,63,63,127,32,0.0,32,0,95,0,32.0,0,63,T-8,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03763,1288.0,178,44,44,89,0.0,0,0,0,89,89.0,0,89,T-M,207 RE-CAMISETAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03698,1293.0,0,0,76,0,38.0,0,38,0,0,38.0,0,38,T-14,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03917,1319.0,0,51,0,102,0.0,102,0,0,51,0.0,51,102,T-XS,211 RE-CHAQUETAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03727,1327.0,70,210,0,0,0.0,70,70,70,0,0.0,70,0,T-S,223 RE-SHORTS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
P03455,1369.0,76,38,76,0,38.0,76,38,0,38,0.0,114,76,T-L,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03650,1370.0,51,102,0,0,51.0,0,0,0,0,0.0,0,0,T-L,214 RE-ENTERIZOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03479,1370.0,51,0,0,0,0.0,0,0,0,102,51.0,51,102,T-S,225 RE-VESTIDOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03760,1372.0,0,0,0,0,76.0,0,0,0,76,0.0,76,0,T-8,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03501,1396.0,0,70,70,0,0.0,0,0,0,0,0.0,70,0,T-10,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03676,1397.0,64,64,0,0,0.0,0,0,64,0,64.0,0,0,T-L,202 RE-BODYS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03457,1397.0,0,0,64,0,0.0,0,0,127,64,0.0,0,64,T-10,219 RE-OVEROLES FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
P03931,1408.0,38,0,0,0,0.0,114,0,0,0,0.0,0,0,T-XS,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03601,1420.0,0,0,0,0,51.0,0,0,51,0,51.0,51,102,T-L,211 RE-CHAQUETAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03628,1421.0,89,89,0,44,133.0,0,0,89,44,89.0,89,89,T-10,220 RE-PANTALONES FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03788,1421.0,152,102,0,0,51.0,0,102,0,51,51.0,0,102,T-8,220 RE-PANTALONES FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03790,1428.0,57,57,171,57,0.0,0,57,57,57,0.0,0,0,T-S,204 RE-BUZOS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03833,1458.0,0,63,0,32,63.0,95,32,32,32,63.0,95,32,T-XL,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P03505,1461.0,127,0,0,0,64.0,0,0,0,0,0.0,64,0,T-S,213 RE-CONJUNTOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03927,1461.0,64,0,64,0,0.0,0,0,0,0,127.0,64,0,T-10,214 RE-ENTERIZOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
P03777,1461.0,64,64,64,0,0.0,64,64,64,0,64.0,0,64,T-L,220 RE-PANTALONES FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
P03797,1471.0,51,102,102,0,0.0,0,51,51,0,102.0,0,51,T-M,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03871,1484.0,38,38,38,0,0.0,0,38,0,0,0.0,38,0,T-M,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03520,1522.0,38,0,38,0,38.0,38,0,0,76,0.0,38,0,T-12,217 RE-JOGGERS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03907,1523.0,0,0,51,0,0.0,0,0,102,0,0.0,51,0,T-6,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03836,1524.0,0,0,64,0,127.0,64,64,0,0,0.0,0,64,T-M,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03899,1524.0,64,0,0,64,64.0,0,64,127,64,64.0,64,64,T-S,217 RE-JOGGERS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
P03906,1536.0,0,0,0,0,0.0,140,0,140,0,0.0,0,140,T-L,214 RE-ENTERIZOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03905,1542.0,114,57,57,0,0.0,0,57,57,0,0.0,114,0,T-L,207 RE-CAMISETAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03794,1573.0,51,0,0,0,0.0,102,51,51,102,51.0,102,51,T-XL,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P03930,1573.0,152,51,0,0,0.0,0,0,51,51,51.0,0,51,T-S,211 RE-CHAQUETAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03517,1588.0,127,0,64,0,64.0,127,0,0,0,0.0,0,64,T-XL,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P03705,1600.0,229,0,0,0,0.0,0,152,0,152,76.0,0,0,T-S,225 RE-VESTIDOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03557,1643.0,44,133,44,0,0.0,133,0,0,44,89.0,44,0,T-14,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03438,1651.0,64,64,127,0,0.0,0,64,0,64,0.0,0,64,T-XS,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03447,1651.0,0,127,0,0,64.0,0,0,0,0,0.0,64,0,T-6,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03656,1712.0,63,32,0,32,63.0,0,0,32,32,159.0,0,0,T-XXL,206 RE-CAMISAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P03697,1713.0,57,0,171,0,57.0,0,0,57,171,0.0,114,0,T-M,207 RE-CAMISETAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03711,1713.0,114,0,0,0,0.0,57,0,57,0,0.0,114,0,T-XL,213 RE-CONJUNTOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
P03703,1713.0,57,114,114,0,0.0,0,0,0,0,57.0,57,0,T-16,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03875,1715.0,0,64,0,0,0.0,64,64,0,0,0.0,64,64,T-M,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03663,1715.0,64,64,0,0,0.0,191,127,127,64,191.0,0,64,T-14,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03868,1748.0,25,0,51,51,0.0,101,25,127,0,25.0,25,25,T-L,211 RE-CHAQUETAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03522,1775.0,95,32,63,32,0.0,32,32,32,127,0.0,63,159,T-L,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03870,1778.0,127,0,0,0,64.0,64,0,0,64,0.0,64,0,T-XS,214 RE-ENTERIZOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03724,1778.0,191,0,0,0,0.0,0,0,191,64,127.0,0,0,T-L,224 RE-SOBRETODOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03603,1827.0,152,51,51,0,51.0,0,51,102,51,0.0,0,0,T-L,225 RE-VESTIDOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03710,1829.0,76,0,0,0,0.0,0,0,76,0,152.0,76,76,T-14,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03778,1842.0,0,0,127,64,191.0,0,127,0,64,64.0,127,64,T-XL,206 RE-CAMISAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P03467,1842.0,0,64,0,0,0.0,64,64,64,64,64.0,127,0,T-12,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03486,1865.0,0,89,178,0,0.0,44,0,0,0,44.0,0,0,T-L,202 RE-BODYS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03595,1865.0,178,133,44,0,133.0,0,89,0,44,0.0,44,44,T-S,207 RE-CAMISETAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03904,1870.0,127,32,95,0,0.0,63,63,63,95,63.0,0,32,T-10,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03837,1878.0,102,51,51,0,102.0,0,0,0,0,0.0,0,0,T-12,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03598,1885.0,70,70,0,0,0.0,70,70,70,70,0.0,140,0,T-XS,214 RE-ENTERIZOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03814,1898.0,83,83,83,0,0.0,0,0,0,0,0.0,83,0,T-M,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03587,1898.0,0,0,0,0,0.0,0,0,83,165,0.0,0,0,T-S,211 RE-CHAQUETAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03750,1902.0,32,32,63,0,412.0,0,63,0,0,0.0,0,0,T-M,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03558,1905.0,0,0,0,64,64.0,191,0,64,0,127.0,0,0,T-M,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03602,1905.0,0,0,64,127,64.0,127,0,0,0,0.0,64,191,T-L,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03884,1905.0,0,0,76,0,76.0,0,0,76,0,0.0,0,0,T-8,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03481,1905.0,64,64,191,64,0.0,127,0,191,64,64.0,191,64,T-M,225 RE-VESTIDOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03924,1942.0,0,0,0,0,0.0,0,0,57,0,114.0,0,0,T-S,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03619,1954.0,44,89,89,44,89.0,222,89,0,44,0.0,133,133,T-L,213 RE-CONJUNTOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03850,1956.0,178,356,0,89,0.0,89,0,0,0,0.0,0,0,T-XL,225 RE-VESTIDOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
P03810,1969.0,0,191,64,0,0.0,0,0,191,64,64.0,64,0,T-S,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03669,1977.0,178,0,25,76,51.0,51,25,101,0,25.0,51,51,T-L,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03568,1979.0,0,0,51,0,51.0,51,51,51,51,102.0,51,0,T-S,224 RE-SOBRETODOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03474,1979.0,0,0,51,0,152.0,0,0,51,51,152.0,51,0,T-XL,225 RE-VESTIDOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
P03929,1981.0,76,0,0,0,0.0,0,0,76,0,76.0,76,0,T-XL,207 RE-CAMISETAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P03841,1981.0,330,83,83,0,0.0,83,0,0,0,0.0,0,0,T-M,214 RE-ENTERIZOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03465,2029.0,0,32,0,0,63.0,32,0,63,32,63.0,0,32,T-L,204 RE-BUZOS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03498,2030.0,51,0,51,0,0.0,0,0,0,0,51.0,0,0,T-10,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03752,2030.0,102,51,51,0,0.0,102,0,0,0,51.0,0,51,T-L,225 RE-VESTIDOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03476,2056.0,57,57,0,0,57.0,114,0,0,114,0.0,57,57,T-S,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03755,2056.0,57,57,0,0,0.0,0,0,0,114,114.0,57,0,T-12,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03450,2078.0,152,25,0,51,76.0,101,25,25,0,51.0,51,25,T-14,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03644,2081.0,102,0,0,51,0.0,152,51,51,102,0.0,102,0,T-8,219 RE-OVEROLES FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
P03440,2081.0,0,0,51,0,51.0,254,102,152,51,51.0,51,102,T-M,225 RE-VESTIDOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03842,2096.0,0,127,64,0,64.0,64,0,64,64,0.0,0,0,T-M,214 RE-ENTERIZOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03835,2131.0,76,38,76,0,76.0,76,0,0,76,38.0,38,0,T-S,214 RE-ENTERIZOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03593,2132.0,406,203,0,0,0.0,51,51,51,102,254.0,0,0,T-S,225 RE-VESTIDOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03621,2146.0,83,0,0,83,0.0,0,0,83,0,83.0,0,0,T-M,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03682,2156.0,95,0,0,32,0.0,32,32,0,63,0.0,0,32,T-XL,215 RE-FALDAS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
P03774,2156.0,63,63,159,0,63.0,32,32,0,32,32.0,63,0,T-M,225 RE-VESTIDOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03834,2159.0,64,0,64,0,64.0,127,0,64,191,64.0,64,64,T-XL,207 RE-CAMISETAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P03824,2159.0,127,191,64,0,0.0,0,127,0,127,64.0,0,0,T-M,225 RE-VESTIDOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03500,2165.0,0,140,0,70,0.0,140,140,70,406,70.0,0,0,T-8,220 RE-PANTALONES FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03533,2171.0,57,0,57,0,0.0,57,0,0,0,171.0,114,57,T-12,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03928,2188.0,63,127,32,32,32.0,32,95,0,32,159.0,63,0,T-XS,214 RE-ENTERIZOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03565,2207.0,0,76,0,38,0.0,38,0,38,38,76.0,38,38,T-S,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03735,2207.0,114,0,76,0,38.0,38,38,38,114,38.0,0,38,T-10,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03818,2207.0,0,152,38,0,0.0,0,38,114,114,38.0,114,0,T-10,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03812,2207.0,152,38,0,0,38.0,0,76,114,0,114.0,38,76,T-XL,217 RE-JOGGERS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
P03892,2221.0,0,44,0,0,0.0,0,0,0,44,0.0,89,0,T-M,225 RE-VESTIDOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03632,2223.0,0,0,64,0,64.0,127,0,127,127,0.0,191,64,T-XS,225 RE-VESTIDOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03783,2256.0,51,127,51,0,25.0,51,25,51,0,25.0,152,101,T-S,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03746,2283.0,0,51,152,51,102.0,0,102,0,51,102.0,152,51,T-XL,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P03613,2284.0,51,152,102,51,102.0,51,0,51,0,152.0,152,51,T-S,204 RE-BUZOS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03701,2286.0,152,76,0,0,0.0,229,76,0,0,0.0,0,0,T-M,201 RE-BLUSAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03555,2286.0,64,0,0,0,64.0,64,0,64,191,64.0,191,64,T-XL,211 RE-CHAQUETAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P03444,2286.0,0,127,64,0,127.0,0,0,0,64,64.0,191,64,T-M,225 RE-VESTIDOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
P03688,2314.0,86,257,0,0,86.0,0,0,86,0,0.0,171,86,T-S,217 RE-JOGGERS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
P03921,2315.0,63,0,0,32,0.0,32,0,95,63,95.0,63,0,T-XL,225 RE-VESTIDOS FEM,201908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
P03685,2334.0,51,51,51,51,51.0,0,0,51,0,254.0,0,51,T-8,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03808,2350.0,191,0,127,0,0.0,0,254,0,127,0.0,0,127,T-M,204 RE-BUZOS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03673,2359.0,38,76,114,0,0.0,38,0,38,0,0.0,76,38,T-M,204 RE-BUZOS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03787,2362.0,0,0,76,0,152.0,76,152,152,0,76.0,0,229,T-S,204 RE-BUZOS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
P03854,2378.0,127,63,63,0,0.0,63,95,32,0,0.0,32,63,T-10,216 RE-JEANS FEM,201908,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
P03806,2399.0,57,114,171,0,171.0,57,57,57,57,0.0,286,0,T-L,207 RE-CAMISETAS FEM,201908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
